Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,San Antonio,United States,Kelly Lampkin,Avery,15/06/2020,US-2020-141215,78207,Avery Premier Heavy-Duty Binder with Round Locking Rings,Central,Corporate,21/06/2020,Standard Class,Texas,Binders,0.8,-14.5656,3,8.568
Office Supplies,El Paso,United States,Pamela Stobb,Xerox,15/06/2020,US-2020-126963,79907,Xerox 1902,Central,Consumer,15/06/2020,Same Day,Texas,Paper,0.2,11.8768,2,36.544
Furniture,Mishawaka,United States,Sonia Cooley,Global,16/06/2020,US-2020-136644,46544,"Global Geo Office Task Chair, Gray",Central,Consumer,22/06/2020,Standard Class,Indiana,Chairs,0.0,32.392,8,647.84
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Boston,16/06/2020,US-2020-113929,11550,Boston 16750 Black Compact Battery Pencil Sharpener,East,Consumer,21/06/2020,Standard Class,New York,Art,0.0,10.5,4,35.0
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Ibico,16/06/2020,US-2020-113929,11550,Ibico Standard Transparent Covers,East,Consumer,21/06/2020,Standard Class,New York,Binders,0.2,14.3376,3,39.552
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Staple envelope,16/06/2020,US-2020-113929,11550,Staple envelope,East,Consumer,21/06/2020,Standard Class,New York,Envelopes,0.0,19.458,5,41.4
Furniture,Seattle,United States,Gary Hwang,Eldon,17/06/2020,US-2020-144414,98105,Eldon Wave Desk Accessories,West,Consumer,21/06/2020,Standard Class,Washington,Furnishings,0.0,2.6208,3,6.24
Office Supplies,Seattle,United States,Gary Hwang,GBC,17/06/2020,US-2020-144414,98105,GBC DocuBind P400 Electric Binding System,West,Consumer,21/06/2020,Standard Class,Washington,Binders,0.2,1061.5722,3,3266.376
Office Supplies,Seattle,United States,Gary Hwang,Other,17/06/2020,US-2020-144414,98105,OIC Binder Clips,West,Consumer,21/06/2020,Standard Class,Washington,Fasteners,0.0,8.95,5,17.9
Office Supplies,Chicago,United States,Jennifer Ferguson,Xerox,17/06/2020,US-2020-156342,60653,Xerox 1892,Central,Consumer,20/06/2020,Second Class,Illinois,Paper,0.2,22.4808,2,62.016
Technology,Newark,United States,Duane Benoit,Texas Instruments,17/06/2020,US-2020-104402,19711,Texas Instruments TI-34 Scientific Calculator,East,Consumer,23/06/2020,Standard Class,Delaware,Machines,0.0,31.0059,3,65.97
Technology,Los Angeles,United States,Mick Crebagga,Plantronics,18/06/2020,US-2020-123855,90036,Plantronics Cordless Phone Headset with In-line Volume - M214C,West,Consumer,23/06/2020,Standard Class,California,Phones,0.2,12.2325,5,139.8
Office Supplies,Halifax,Canada,Neil Cohen,Xerox,18/06/2020,CA-2020-184712,B3H,Xerox 1925,East,Home Office,20/06/2020,Second Class,Nova Scotia,Paper,0.2,23.235,3,74.352
Furniture,Plano,United States,Sam Craven,Hon,20/06/2020,US-2020-166863,75023,"Hon Metal Bookcases, Black",Central,Consumer,24/06/2020,Standard Class,Texas,Bookcases,0.32,-19.8744,4,193.0656
Office Supplies,Lawton,United States,Corey-Lock,Honeywell,20/06/2020,US-2020-112949,73505,Honeywell Quietcare HEPA Air Cleaner,Central,Consumer,27/06/2020,Standard Class,Oklahoma,Appliances,0.0,155.727,6,471.9
Office Supplies,Lawton,United States,Corey-Lock,Other,20/06/2020,US-2020-112949,73505,Nontoxic Chalk,Central,Consumer,27/06/2020,Standard Class,Oklahoma,Art,0.0,1.6896,2,3.52
Office Supplies,Plano,United States,Sam Craven,Storex,20/06/2020,US-2020-166863,75023,Storex DuraTech Recycled Plastic Frosted Binders,Central,Consumer,24/06/2020,Standard Class,Texas,Binders,0.8,-5.088,4,3.392
Office Supplies,Plano,United States,Sam Craven,Array,20/06/2020,US-2020-166863,75023,"Array Parchment Paper, Assorted Colors",Central,Consumer,24/06/2020,Standard Class,Texas,Paper,0.2,4.0768,2,11.648
Office Supplies,Plano,United States,Sam Craven,Xerox,20/06/2020,US-2020-166863,75023,Xerox 2,Central,Consumer,24/06/2020,Standard Class,Texas,Paper,0.2,5.4432,3,15.552
Office Supplies,Plano,United States,Sam Craven,SAFCO,20/06/2020,US-2020-166863,75023,Safco Industrial Wire Shelving System,Central,Consumer,24/06/2020,Standard Class,Texas,Storage,0.2,-127.372,7,509.488
Technology,Plano,United States,Sam Craven,Okidata,20/06/2020,US-2020-166863,75023,Okidata C331dn Printer,Central,Consumer,24/06/2020,Standard Class,Texas,Machines,0.4,-97.72,2,418.8
Technology,Plano,United States,Sam Craven,HTC,20/06/2020,US-2020-166863,75023,HTC One Mini,Central,Consumer,24/06/2020,Standard Class,Texas,Phones,0.2,20.1584,2,201.584
Furniture,Philadelphia,United States,Natalie Webber,Other,21/06/2020,US-2020-138317,19120,Stacking Trays by OIC,East,Consumer,25/06/2020,Standard Class,Pennsylvania,Furnishings,0.2,0.6474,1,3.984
Furniture,Waynesboro,United States,Naresj Patel,Luxo,21/06/2020,US-2020-117135,22980,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,South,Consumer,23/06/2020,Second Class,Virginia,Furnishings,0.0,14.5614,1,104.01
Office Supplies,New York City,United States,Toby Braunhardt,Holmes,21/06/2020,US-2020-130624,10024,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",East,Consumer,24/06/2020,First Class,New York,Appliances,0.0,26.865,3,59.7
Office Supplies,Philadelphia,United States,Natalie Webber,Fellowes,21/06/2020,US-2020-138317,19120,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,East,Consumer,25/06/2020,Standard Class,Pennsylvania,Appliances,0.2,3.8864,2,44.416
Office Supplies,Lakewood,United States,Dave Brooks,Other,21/06/2020,US-2020-128146,8701,"OIC #2 Pencils, Medium Soft",East,Consumer,25/06/2020,Standard Class,New Jersey,Art,0.0,1.0904,2,3.76
Office Supplies,Meriden,United States,Raymond Messe,Newell,21/06/2020,US-2020-141278,6450,Newell 341,East,Consumer,24/06/2020,First Class,Connecticut,Art,0.0,6.206,5,21.4
Office Supplies,Philadelphia,United States,Natalie Webber,GBC,21/06/2020,US-2020-138317,19120,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",East,Consumer,25/06/2020,Standard Class,Pennsylvania,Binders,0.7,-7.2048,2,9.006
Office Supplies,Pueblo,United States,Stewart Visinsky,Wilson Jones,21/06/2020,US-2020-160780,81001,"Wilson Jones 1"" Hanging DublLock Ring Binders",West,Consumer,21/06/2020,Same Day,Colorado,Binders,0.7,-8.1312,7,11.088
Office Supplies,Pueblo,United States,Stewart Visinsky,Avery,21/06/2020,US-2020-160780,81001,"Avery Trapezoid Extra Heavy Duty 4"" Binders",West,Consumer,21/06/2020,Same Day,Colorado,Binders,0.7,-16.776,2,25.164
Office Supplies,Philadelphia,United States,Natalie Webber,Staple envelope,21/06/2020,US-2020-138317,19120,Staple envelope,East,Consumer,25/06/2020,Standard Class,Pennsylvania,Envelopes,0.2,8.4024,4,24.896
Office Supplies,New York City,United States,Toby Braunhardt,Message Book,21/06/2020,US-2020-130624,10024,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",East,Consumer,24/06/2020,First Class,New York,Paper,0.0,9.039,3,19.65
Office Supplies,Waynesboro,United States,Naresj Patel,Other,21/06/2020,US-2020-117135,22980,Recycled Eldon Regeneration Jumbo File,South,Consumer,23/06/2020,Second Class,Virginia,Storage,0.0,10.3152,3,36.84
Technology,Philadelphia,United States,Natalie Webber,Logitech,21/06/2020,US-2020-138317,19120,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,25/06/2020,Standard Class,Pennsylvania,Accessories,0.2,28.7904,4,95.968
Technology,Philadelphia,United States,Natalie Webber,Epson,21/06/2020,US-2020-138317,19120,Epson Perfection V600 Photo Scanner,East,Consumer,25/06/2020,Standard Class,Pennsylvania,Machines,0.7,-172.4925,3,206.991
Technology,Long Beach,United States,James Galang,Polycom,21/06/2020,US-2020-141796,11561,Polycom SoundStation2 EX Conference phone,East,Consumer,21/06/2020,Same Day,New York,Phones,0.0,352.3065,3,1214.85
Technology,Waynesboro,United States,Naresj Patel,Other,21/06/2020,US-2020-117135,22980,Konftel 250 Conference phone - Charcoal black,South,Consumer,23/06/2020,Second Class,Virginia,Phones,0.0,74.0532,1,284.82
Technology,New York City,United States,Toby Braunhardt,GE,21/06/2020,US-2020-130624,10024,GE 2-Jack Phone Line Splitter,East,Consumer,24/06/2020,First Class,New York,Phones,0.0,160.6722,3,617.97
Technology,Lakewood,United States,Dave Brooks,Other,21/06/2020,US-2020-128146,8701,Wireless Extenders zBoost YX545 SOHO Signal Booster,East,Consumer,25/06/2020,Standard Class,New Jersey,Phones,0.0,357.1911,7,1322.93
Furniture,Chester,United States,Anna Andreadi,Hon,22/06/2020,US-2020-154963,19013,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,27/06/2020,Standard Class,Pennsylvania,Chairs,0.3,0.0,5,853.93
Furniture,Chester,United States,Anna Andreadi,Other,22/06/2020,US-2020-154963,19013,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,27/06/2020,Standard Class,Pennsylvania,Chairs,0.3,-4.8588,3,170.058
Office Supplies,Phoenix,United States,Toby Braunhardt,Other,22/06/2020,US-2020-133389,85023,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Consumer,22/06/2020,Same Day,Arizona,Binders,0.7,-6.0324,3,8.226
Office Supplies,Minneapolis,United States,Dianna Vittorini,Office Impressions,22/06/2020,US-2020-124646,55407,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Central,Consumer,24/06/2020,First Class,Minnesota,Storage,0.0,0.0,3,501.81
Office Supplies,Minneapolis,United States,Dianna Vittorini,Fellowes,22/06/2020,US-2020-124646,55407,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,24/06/2020,First Class,Minnesota,Storage,0.0,9.7164,3,161.94
Technology,Louisville,United States,Joel Eaton,KeyTronic,22/06/2020,US-2020-142048,80027,KeyTronic 6101 Series - Keyboard - Black,West,Consumer,25/06/2020,First Class,Colorado,Accessories,0.2,56.5662,6,196.752
Technology,Chester,United States,Anna Andreadi,Panasonic,22/06/2020,US-2020-154963,19013,Panasonic Kx-TS550,East,Consumer,27/06/2020,Standard Class,Pennsylvania,Phones,0.4,-15.1767,3,82.782
Office Supplies,Concord,United States,Denise Leinenbach,Prang,23/06/2020,US-2020-130358,28027,Prang Drawing Pencil Set,South,Consumer,26/06/2020,First Class,North Carolina,Art,0.2,1.7514,9,20.016
Office Supplies,Concord,United States,Denise Leinenbach,Acme,23/06/2020,US-2020-130358,28027,Acme Kleen Earth Office Shears,South,Consumer,26/06/2020,First Class,North Carolina,Supplies,0.2,0.3492,1,3.104
Technology,Philadelphia,United States,Brian Stugart,Sony,23/06/2020,US-2020-126032,19143,Sony 64GB Class 10 Micro SDHC R40 Memory Card,East,Consumer,28/06/2020,Standard Class,Pennsylvania,Accessories,0.2,1.0797,3,86.376
Furniture,Tucson,United States,Liz Pelletier,Other,24/06/2020,US-2020-159814,85705,Acrylic Self-Standing Desk Frames,West,Consumer,28/06/2020,Standard Class,Arizona,Furnishings,0.2,0.9612,2,4.272
Furniture,Los Angeles,United States,Noel Staavos,Hon,25/06/2020,US-2020-159338,90049,Hon 4060 Series Tables,West,Corporate,28/06/2020,First Class,California,Tables,0.2,11.196,5,447.84
Office Supplies,Salem,United States,Grace Kelly,Hunt,25/06/2020,US-2020-164469,97301,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",West,Corporate,27/06/2020,Second Class,Oregon,Art,0.2,0.8162,1,9.328
Office Supplies,Salem,United States,Grace Kelly,Avery,25/06/2020,US-2020-164469,97301,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",West,Corporate,27/06/2020,Second Class,Oregon,Art,0.2,17.908,11,71.632
Technology,Salem,United States,Grace Kelly,Plantronics,25/06/2020,US-2020-164469,97301,Plantronics 81402,West,Corporate,27/06/2020,Second Class,Oregon,Phones,0.2,19.797,5,263.96
Furniture,Southaven,United States,Liz MacKendrick,KI,27/06/2020,US-2020-104283,38671,KI Adjustable-Height Table,South,Consumer,01/07/2020,Standard Class,Mississippi,Tables,0.0,22.3548,1,85.98
Office Supplies,Southaven,United States,Liz MacKendrick,SAFCO,27/06/2020,US-2020-104283,38671,"SAFCO Commercial Wire Shelving, 72h",South,Consumer,01/07/2020,Standard Class,Mississippi,Storage,0.0,0.0,5,306.2
Technology,Southaven,United States,Liz MacKendrick,Sony,27/06/2020,US-2020-104283,38671,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,South,Consumer,01/07/2020,Standard Class,Mississippi,Accessories,0.0,53.7504,4,223.96
Furniture,Philadelphia,United States,Cynthia Arntzen,Global,28/06/2020,US-2020-140858,19140,Global Leather Executive Chair,East,Consumer,02/07/2020,Standard Class,Pennsylvania,Chairs,0.3,0.0,5,1228.465
Office Supplies,Philadelphia,United States,Cynthia Arntzen,Other,28/06/2020,US-2020-140858,19140,Self-Adhesive Ring Binder Labels,East,Consumer,02/07/2020,Standard Class,Pennsylvania,Binders,0.7,-2.4288,3,3.168
Office Supplies,Philadelphia,United States,Cynthia Arntzen,GBC,28/06/2020,US-2020-140858,19140,GBC Recycled Grain Textured Covers,East,Consumer,02/07/2020,Standard Class,Pennsylvania,Binders,0.7,-22.7964,3,31.086
Office Supplies,Detroit,United States,Rob Williams,Other,28/06/2020,US-2020-156993,48234,Staples,Central,Corporate,04/07/2020,Standard Class,Michigan,Fasteners,0.0,3.04,1,6.08
Office Supplies,Philadelphia,United States,Cynthia Arntzen,Xerox,28/06/2020,US-2020-140858,19140,Xerox 1995,East,Consumer,02/07/2020,Standard Class,Pennsylvania,Paper,0.2,14.5152,8,41.472
Office Supplies,Philadelphia,United States,Cynthia Arntzen,Xerox,28/06/2020,US-2020-140858,19140,Xerox 1941,East,Consumer,02/07/2020,Standard Class,Pennsylvania,Paper,0.2,117.432,4,335.52
Office Supplies,Cincinnati,United States,Dan Lawera,Dixon,29/06/2020,US-2020-165974,45231,"Dixon My First Ticonderoga Pencil, #2",East,Consumer,06/07/2020,Standard Class,Ohio,Art,0.2,3.6855,7,32.76
Office Supplies,New York City,United States,Jim Karlsson,Wilson Jones,29/06/2020,US-2020-111773,10024,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",East,Consumer,03/07/2020,Standard Class,New York,Binders,0.2,4.872,3,13.92
Office Supplies,New York City,United States,Cari Schnelling,Sanford,30/06/2020,US-2020-121566,10011,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",East,Consumer,06/07/2020,Standard Class,New York,Art,0.0,2.904,3,6.6
Office Supplies,Los Angeles,United States,Anthony Rawles,BIC,30/06/2020,US-2020-109218,90004,"BIC Brite Liner Highlighters, Chisel Tip",West,Corporate,03/07/2020,Second Class,California,Art,0.0,10.368,5,32.4
Office Supplies,Chicago,United States,Russell Applegate,BIC,30/06/2020,US-2020-123064,60653,BIC Brite Liner Grip Highlighters,Central,Consumer,02/07/2020,First Class,Illinois,Art,0.2,1.64,4,5.248
Office Supplies,New York City,United States,Helen Abelman,GBC,30/06/2020,US-2020-146640,10024,GBC Recycled Regency Composition Covers,East,Consumer,05/07/2020,Standard Class,New York,Binders,0.2,108.7996,7,334.768
Office Supplies,New York City,United States,Cari Schnelling,Cardinal,30/06/2020,US-2020-121566,10011,Cardinal Poly Pocket Divider Pockets for Ring Binders,East,Consumer,06/07/2020,Standard Class,New York,Binders,0.2,0.84,1,2.688
Office Supplies,Houston,United States,Michael Stewart,Other,30/06/2020,US-2020-116757,77095,Staples,Central,Corporate,04/07/2020,Standard Class,Texas,Fasteners,0.2,7.1928,6,21.312
Office Supplies,Wilmington,United States,Brian DeCherney,Xerox,30/06/2020,US-2020-152254,28403,Xerox 1913,South,Consumer,30/06/2020,Same Day,North Carolina,Paper,0.2,108.7408,7,310.688
Office Supplies,Houston,United States,Michael Stewart,Xerox,30/06/2020,US-2020-116757,77095,Xerox 225,Central,Corporate,04/07/2020,Standard Class,Texas,Paper,0.2,9.072,5,25.92
Office Supplies,Deltona,United States,Laurel Workman,Avery,01/07/2020,US-2020-160773,32725,Avery Durable Binders,South,Corporate,05/07/2020,Standard Class,Florida,Binders,0.7,-3.6288,6,5.184
Office Supplies,Seattle,United States,Dorris liebe,Cardinal,01/07/2020,US-2020-153150,98105,Cardinal Holdit Business Card Pockets,West,Corporate,06/07/2020,Second Class,Washington,Binders,0.2,6.972,5,19.92
Technology,Deltona,United States,Laurel Workman,Other,01/07/2020,US-2020-160773,32725,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Corporate,05/07/2020,Standard Class,Florida,Phones,0.2,71.99,2,575.92
Office Supplies,Plainfield,United States,Eric Hoffmann,Dixon,02/07/2020,US-2020-107594,7060,DIXON Ticonderoga Erasable Checking Pencils,East,Consumer,06/07/2020,Standard Class,New Jersey,Art,0.0,2.1762,1,5.58
Technology,Plainfield,United States,Eric Hoffmann,Logitech,02/07/2020,US-2020-107594,7060,"Logitech B530 USB Headset - headset - Full size, Binaural",East,Consumer,06/07/2020,Standard Class,New Jersey,Phones,0.0,19.9746,2,73.98
Office Supplies,Aurora,United States,Katrina Edelman,Fellowes,04/07/2020,US-2020-120096,80013,Fellowes Mighty 8 Compact Surge Protector,West,Corporate,07/07/2020,First Class,Colorado,Appliances,0.2,3.2432,2,32.432
Office Supplies,Richmond,United States,Maxwell Schwartz,Other,04/07/2020,US-2020-138709,23223,Zipper Ring Binder Pockets,South,Consumer,09/07/2020,Standard Class,Virginia,Binders,0.0,7.644,5,15.6
Office Supplies,Aurora,United States,Katrina Edelman,Xerox,04/07/2020,US-2020-120096,80013,Xerox 194,West,Corporate,07/07/2020,First Class,Colorado,Paper,0.2,62.1376,4,177.536
Office Supplies,Richmond,United States,Maxwell Schwartz,Southworth,04/07/2020,US-2020-138709,23223,Southworth Structures Collection,South,Consumer,09/07/2020,Standard Class,Virginia,Paper,0.0,10.92,3,21.84
Furniture,Palm Coast,United States,Don Miller,Advantus,05/07/2020,US-2020-103317,32137,Advantus Panel Wall Certificate Holder - 8.5x11,South,Corporate,08/07/2020,First Class,Florida,Furnishings,0.2,5.368,2,19.52
Furniture,Palm Coast,United States,Don Miller,Luxo,05/07/2020,US-2020-103317,32137,Luxo Adjustable Task Clamp Lamp,South,Corporate,08/07/2020,First Class,Florida,Furnishings,0.2,15.9912,3,213.216
Office Supplies,Knoxville,United States,David Wiener,Newell,05/07/2020,US-2020-152849,37918,Newell 322,South,Corporate,12/07/2020,Standard Class,Tennessee,Art,0.2,0.3822,3,4.368
Office Supplies,Los Angeles,United States,Dennis Pardue,Other,05/07/2020,US-2020-107139,90004,Vinyl Sectional Post Binders,West,Home Office,11/07/2020,Standard Class,California,Binders,0.2,67.86,6,180.96
Office Supplies,Palm Coast,United States,Don Miller,Wilson Jones,05/07/2020,US-2020-103317,32137,Wilson Jones Four-Pocket Poly Binders,South,Corporate,08/07/2020,First Class,Florida,Binders,0.7,-6.867,5,9.81
Office Supplies,Jackson,United States,Michael Chen,Avery,05/07/2020,US-2020-157784,39212,Avery 516,South,Consumer,08/07/2020,First Class,Mississippi,Labels,0.0,6.8714,2,14.62
Office Supplies,Jackson,United States,Michael Chen,Xerox,05/07/2020,US-2020-157784,39212,Xerox 1995,South,Consumer,08/07/2020,First Class,Mississippi,Paper,0.0,9.3312,3,19.44
Office Supplies,Houston,United States,Dan Campbell,Fellowes,05/07/2020,US-2020-160444,77036,Fellowes Bankers Box Stor/Drawer Steel Plus,Central,Consumer,05/07/2020,Same Day,Texas,Storage,0.2,-35.178,11,281.424
Office Supplies,Houston,United States,Dan Campbell,Gould Plastics,05/07/2020,US-2020-160444,77036,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Central,Consumer,05/07/2020,Same Day,Texas,Storage,0.2,-44.1552,3,220.776
